title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
ef - a fairy tale of the two.    ,PS2,Comfort  ,minori  ,0.01m,N/A,N/A,0.01m,N/A,29th Apr 10  
FairlyLife: MiracleDays    ,PSP,Piacci  ,Piacci  ,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10  
Death Connection Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,03rd Feb 11  
Moe Moe 2-Ji Daisenryaku 2    ,PSP,System Soft  ,System Soft  ,0.01m,N/A,N/A,0.01m,N/A,04th Feb 10  
"Kono Oozora ni, Tsubasa o Hirogete: Cruise Sign    ",PSV,5pb  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,31st Mar 16  
Real Crimes: The Unicorn Killer    ,DS,Unknown  ,Licensed 4U  ,0.01m,N/A,0.01m,N/A,0.00m,30th Nov 11  
Really? Really! DS    ,DS,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09  
Touch Detective 3: Does Funghi Dream of Bananas?    ,3DS,Success  ,Success  ,0.01m,N/A,N/A,0.01m,N/A,01st May 14  
Apollo Justice: Ace Attorney    ,3DS,Capcom  ,Capcom  ,0.01m,N/A,N/A,0.01m,N/A,21st Nov 17  
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable    ,PSP,CyberFront  ,CyberFront  ,0.01m,N/A,N/A,0.01m,N/A,09th Apr 09  
Fullmetal Alchemist: Prince of the Dawn    ,Wii,Square Enix  ,Square Enix  ,0.01m,N/A,N/A,0.01m,N/A,13th Aug 09  
H2O+: Footprints in the Sand    ,PS2,Kadokawa Shoten  ,Regista  ,0.01m,N/A,N/A,0.01m,N/A,24th Apr 08  
Sekirei: Mirai Kara no Okurimono    ,PS2,Alchemist  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,29th Oct 09  
Ishin Renka: Ryouma Gaiden    ,PSP,D3 Publisher  ,Vridge  ,0.01m,N/A,N/A,0.01m,N/A,25th Nov 10  
Hakuoki: Stories of the Shinsengumi    ,PS3,Aksys Games  ,Idea Factory  ,0.01m,0.01m,N/A,N/A,0.00m,06th May 14  
Hanasaku Manimani    ,PSV,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,25th Sep 14  
Wand of Fortune    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09  
S.Y.K: Shinsetsu Saiyuuki Portable    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,29th Jul 10  
Occultic;Nine    ,PS4,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17  
Cake-ya San Monogatari: Ooishii Sweets o Tsukurou!    ,3DS,Nippon Columbia  ,Nippon Columbia  ,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17  
Darkened Skye    ,GC,Simon & Schuster Interactive  ,Boston Animation  ,0.01m,0.01m,0.00m,N/A,0.00m,16th Nov 02  
Wand of Fortune: Mirai e no Prologue    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10  
Heart no Kuni no Alice    ,PSP,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,20th Aug 09  
Memories Off    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,29th May 08  
Vitamin X    ,PS2,D3 Publisher  ,HuneX  ,0.01m,N/A,N/A,0.01m,N/A,29th Mar 07  
Time Leap    ,X360,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09  
"Shinobi, Koi Utsutsu: Kanmitsu Hana Emaki    ",PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,28th Sep 17  
Routes PE    ,PS2,Aquaplus  ,Aquaplus  ,0.01m,N/A,N/A,0.01m,N/A,25th Jan 07  
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken    ,DS,D3 Publisher  ,D3 Publisher  ,0.01m,N/A,N/A,0.01m,N/A,26th Feb 09  
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!    ,PS4,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,07th Sep 17  
Gobliiins 4    ,PC,Kalypso  ,Societe Pollene  ,0.01m,N/A,0.01m,N/A,0.00m,24th Apr 09  
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable    ,PSP,CyberFront  ,CyberFront  ,0.01m,N/A,N/A,0.01m,N/A,11th Jun 09  
Tenjin Ranman: Happy GO Lucky!!    ,PSP,Russel  ,Russel  ,0.01m,N/A,N/A,0.01m,N/A,25th Mar 10  
"Element Girl: Love, Fashion and Friends    ",DS,DTP Entertainment  ,Edios Interactive  ,0.01m,N/A,0.01m,N/A,0.00m,14th Nov 08  
Flowers    ,PSV,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,09th Oct 14  
Jake Hunter Detective Story: Prism of Eyes    ,NS,Arc System Works  ,Arc System Works  ,0.01m,N/A,N/A,0.01m,N/A,09th Aug 18  
Junjou Romanchika: Koi no Doki Doki Daisakusen    ,PS2,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08  
Heart no Kuni no Alice    ,PS2,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,18th Sep 08  
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set    ,PS4,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,26th Oct 17  
Alone in the Dark (2008)    ,PC,Atari  ,Eden Studios  ,0.01m,N/A,0.01m,N/A,0.00m,23rd Jun 08  
Vitamin Y    ,DS,D3 Publisher  ,HuneX  ,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08  
Memories Off #5: Togireta Film    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,29th Jan 09  
Lucian Bee's: Resurrection Supernova    ,PS2,5pb  ,HuneX  ,0.01m,N/A,N/A,0.01m,N/A,30th Jul 09  
Ken ga Kimi: Momoyo Tsuzuri    ,PSV,Rejet  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,22nd Dec 16  
Captain Rainbow    ,Wii,Nintendo  ,skip Ltd.  ,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08  
Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss    ,PS4,5pb  ,MAGES  ,0.01m,N/A,N/A,0.01m,N/A,30th Mar 17  
Taishou Mebiusline: Teito Bibouroku Hare    ,PSV,Dramatic Create  ,Dramatic Create  ,0.01m,N/A,N/A,0.01m,N/A,24th Aug 17  
"Tsumigui: Sen no Noroi, Sen no Inori for V    ",PSV,Dramatic Create  ,Dramatic Create  ,0.01m,N/A,N/A,0.01m,N/A,29th Jun 17  
Case Closed: One Truth Prevails    ,Wii,Nobilis  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,30th Jan 09  
Wagamama High Spec    ,PSV,iMel  ,iMel  ,0.01m,N/A,N/A,0.01m,N/A,27th Jul 17  
Naraku no Shiro    ,PS2,Nippon Ichi Software  ,FOG (Full On Games)  ,0.01m,N/A,N/A,0.01m,N/A,06th Mar 08  
Shinigami to Shoujo    ,PSP,Takuyo  ,Takuyo  ,0.01m,N/A,N/A,0.01m,N/A,28th Jul 11  
Mystereet    ,PS2,Yeti  ,Abel Software  ,0.01m,N/A,N/A,0.01m,N/A,25th May 06  
Utsusemi no Mawari    ,PSV,Matatabi  ,Matatabi  ,0.01m,N/A,N/A,0.01m,N/A,27th Jul 17  
Love of Renai Koutei of Love!    ,PSV,Entergram  ,Entergram  ,0.01m,N/A,N/A,0.01m,N/A,25th May 17  
Legacy of Kain: Defiance    ,PC,Eidos Interactive  ,Crystal Dynamics  ,0.01m,N/A,0.01m,N/A,0.00m,17th Dec 03  
Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku    ,PS2,Russel  ,Rusell  ,0.01m,N/A,N/A,0.01m,N/A,23rd Oct 08  
Hoshizora no Comic Garden    ,DS,D3 Publisher  ,HuneX  ,0.01m,N/A,N/A,0.01m,N/A,11th Sep 08  
Time Travelers    ,PSP,Level 5  ,Level 5  ,0.01m,N/A,N/A,0.01m,N/A,19th Jul 12  
Hatsuyuki Sakura    ,PSV,Entergram  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 17  
Sweet Honey Coming    ,PS2,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,03rd Sep 09  
Psychic Detective    ,PS,Electronic Arts  ,Colossal Pictures  ,0.01m,0.01m,0.00m,N/A,0.00m,30th Nov 95  
Sugar + Spice! Anoko no Suteki na Nanimokamo    ,PS2,Alchemist  ,Chuable Soft  ,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08  
Kanokon: Esuii    ,PS2,5pb  ,Genterprise  ,0.01m,N/A,N/A,0.01m,N/A,31st Jul 08  
Agatha Christie: Peril at End House    ,PC,DreamCatcher Interactive  ,Oberon Media  ,0.01m,N/A,0.01m,N/A,0.00m,10th Jul 09  
Scarlett: Nichijou no Kyoukaisen    ,PS2,Kadokawa Shoten  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08  
Neo Angelique Special    ,PSP,KOEI  ,Koei  ,0.01m,N/A,N/A,0.01m,N/A,20th Sep 08  
Real Rode    ,PS2,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,04th Dec 08  
15 Days    ,PC,DTP Entertainment  ,House of Tales  ,0.01m,N/A,0.01m,N/A,0.00m,20th Nov 09  
 Muv-luv Photonmelodies    ,PS3,5pb  ,5pb. Inc.  ,0.01m,N/A,N/A,0.01m,N/A,28th Aug 14  
Garnet Cradle Portable: Kagi no Himiko    ,PSP,Idea Factory  ,Otomate  ,0.01m,N/A,N/A,0.01m,N/A,07th Apr 11  
Pia Carrot e Youkoso!! G.P. Gakuen Princess    ,PS2,GN Software  ,Cocktail Soft  ,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 09  
Myst IV: Revelation    ,PC,Ubisoft  ,Ubisoft Montreal  ,0.01m,0.01m,0.00m,N/A,0.00m,28th Sep 04  
Hayarigami 3: Keishichou Kaii Jiken File    ,PSP,Nippon Ichi Software  ,Nippon Ichi Software  ,0.01m,N/A,N/A,0.01m,N/A,06th Aug 09  
Canvas 3: Nanairo no Kiseki    ,PSP,GN Software  ,HuneX  ,0.01m,N/A,N/A,0.01m,N/A,22nd Apr 10  
Mermaid Gothic    ,PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,20th Nov 14  
"Asaki, Yumemishi    ",PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,28th Apr 11  
Kamiyo Gakuen Makorouku Kurunugia    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,09th Oct 08  
Satomi Hakkenden: Hamaji Himenoki    ,PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,25th Sep 14  
Gakuen Alice: KiraKira * Memory Kiss    ,PS2,Kids Station  ,Kids Station  ,0.01m,N/A,N/A,0.01m,N/A,22nd Jun 06  
Satomi Hakkenden: Murasame Marunoki     ,PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,22nd Jan 15  
Sea Monsters: A Prehistoric Adventure    ,DS,DSI Games  ,Atomic Planet Entertainment  ,0.01m,0.01m,0.00m,N/A,0.00m,07th Jan 08  
Yuuzai x Muzai    ,DS,Namco Bandai  ,Bandai Namco Games  ,0.01m,N/A,N/A,0.01m,N/A,21st May 09  
Witch's Wish    ,DS,Natsume  ,Tryfirst  ,0.01m,N/A,N/A,0.01m,N/A,26th May 10  
CSI: Hard Evidence    ,PC,Ubisoft  ,Telltale Games  ,0.01m,N/A,0.01m,N/A,0.00m,25th Sep 07  
Hoshizora * Planet: One Small Step For...    ,PSP,CyberFront  ,CyberFront  ,0.01m,N/A,N/A,0.01m,N/A,10th Mar 11  
Shuumatsu Otome Gensou Alicematic Apocalypse    ,PS2,Russel  ,Russel  ,0.01m,N/A,N/A,0.01m,N/A,29th May 08  
D.C. Girl's Symphony Pocket    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,24th Jun 10  
Grisaia no Rakuen: Le Eden de la Grisaia    ,PSP,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,11th Dec 14  
Urakata Hakuouki: Akatsuki no Shirabe    ,PSP,Idea Factory  ,ZeroDiv  ,0.01m,N/A,N/A,0.01m,N/A,07th Aug 14  
Memories Off 6: T-Wave    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,28th May 09  
Side Kicks!    ,PSV,Nippon Ichi Software  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,23rd Mar 17  
Bamboo Blade: Sorekara no Chousen    ,PSP,Gadget Soft  ,Gadget Soft  ,0.01m,N/A,N/A,0.01m,N/A,28th May 09  
No Fate! Only the Power of Will    ,PSP,Alchemist  ,Alchemist  ,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10  
Memories Off 2nd    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,29th May 08  
RepKiss    ,PSV,Entergram  ,Entergram  ,0.01m,N/A,N/A,0.01m,N/A,13th Apr 17  
Sherlock Holmes vs. Jack the Ripper    ,PC,Focus Home Interactive  ,Frogwares  ,0.01m,N/A,0.01m,N/A,0.00m,26th May 09  
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage    ,PC,Activision  ,Gunnar Games  ,0.01m,N/A,0.01m,N/A,0.00m,27th Oct 09  
Arabians Lost: The Engagement on Desert    ,DS,Prototype  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,10th Sep 09  
Little Anchor    ,PS2,D3 Publisher  ,D3 Publisher  ,0.01m,N/A,N/A,0.01m,N/A,23rd Apr 09  
Puffins: Island Adventure    ,DS,Majesco  ,Other Ocean Interactive  ,0.01m,0.01m,N/A,N/A,0.00m,26th May 09  
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!    ,DS,ASCII Media Works  ,ASCII Media Works  ,0.01m,N/A,N/A,0.01m,N/A,17th Dec 09  
Mitsu x Mitsu Drops: Love x Love Honey Life     ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,06th Apr 06  
Majin Tantei Nougami Neuro: Neuro to Miko no Bishoku Sanmai    ,DS,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,12th Jun 08  
Tayutama: Kiss on my Deity    ,X360,5pb  ,Lump of Sugar  ,0.01m,N/A,N/A,0.01m,N/A,05th Nov 09  
Teikoku Kaleido: Kakumei no Rondo    ,PSV,Dramatic Create  ,Dramatic Create  ,0.01m,N/A,N/A,0.01m,N/A,21st Sep 17  
Fata Morgana no Kan: Collected Edition    ,PSV,Dramatic Create  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,16th Mar 17  
Vampire Saga: Welcome to Hell Lock    ,PC,Alawar Entertainment  ,"Alawar Entertainment, Inc.  ",0.01m,N/A,0.01m,N/A,0.00m,14th Jul 11  
Fortissimo    ,PSV,Otomate Idea Factory  ,Kadokawa Games  ,0.01m,N/A,N/A,0.01m,N/A,08th Mar 18  
Fushigi Yuugi: Suzaku Ibun    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,29th May 08  
Chouchou Jiken Rhapsodic    ,PSV,Idea Factory  ,RED Entertainment  ,0.01m,N/A,N/A,0.01m,N/A,30th Nov 17  
Edel Blume    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,24th Apr 08  
Soukai Buccaneers    ,PSV,Unknown  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,17th Jul 14  
Captain Earth: Mind Labyrinth    ,PSV,Namco Bandai Games  ,Namco Bandai Games  ,0.01m,N/A,N/A,0.01m,N/A,26th Feb 15  
Beyond the Legend - Mysteries of Olympus    ,PC,GSP  ,Big Fish Games  ,0.01m,N/A,0.01m,N/A,0.00m,20th May 16  
Clear: Atarashii Kaze no Fuku Oka de    ,PS2,Sweets  ,Moonstone  ,0.01m,N/A,N/A,0.01m,N/A,19th Feb 09  
NUGA-CEL!    ,PS2,Idea Factory  ,Lupinus  ,0.01m,N/A,N/A,0.01m,N/A,30th Jul 09  
Canvas 3: Tanshoku no Pastel    ,PS2,GN Software  ,GN Software  ,0.01m,N/A,N/A,0.01m,N/A,17th Sep 09  
DS Dengeki Bunko ADV: Baccano!    ,DS,Media Works  ,Media Works  ,0.01m,N/A,N/A,0.01m,N/A,28th Feb 08  
NG    ,PSV,Experience Inc.  ,Experience Inc.  ,0.01m,N/A,N/A,0.01m,N/A,13th Sep 18  
Karumaruka Circle    ,PSV,Entergram  ,Entergram  ,0.01m,N/A,N/A,0.01m,N/A,29th Jun 17  
Ouran Koukou Host Bu DS    ,DS,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,19th Mar 09  
Rosario to Vampire CAPU 2: Koi to Yume no Kyousoukyoku    ,PS2,Compile Heart  ,Compile Heart  ,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09  
Darkness and Sorrow: 5 Game Pack    ,PC,Focus Multimedia  ,Focus Multimedia  ,0.01m,N/A,0.01m,N/A,0.00m,26th Sep 14  
The City of Lost Children    ,PS,Psygnosis  ,Psygnosis  ,0.01m,0.00m,0.00m,N/A,0.00m,31st May 97  
Pirates of Black Cove    ,PC,Paradox Interactive   ,Nitro Games  ,0.01m,N/A,0.01m,N/A,0.00m,02nd Aug 11  
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen    ,PS2,Prototype  ,Visual Arts  ,0.01m,N/A,N/A,0.01m,N/A,27th Dec 07  
Rewrite: Harvest Festa!    ,PSV,Prototype  ,Prototype  ,0.01m,N/A,N/A,0.01m,N/A,18th May 17  
Chronicles of Mystery: The Scorpio Ritual    ,PC,City Interactive  ,Navarre Corporation  ,0.01m,N/A,0.01m,N/A,0.00m,26th Nov 08  
Bratz: Forever Diamondz    ,GBA,THQ  ,Barking Lizards  ,0.01m,0.01m,0.00m,N/A,0.00m,18th Sep 06  
Secret Files 2: Puritas Cordis    ,DS,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,0.01m,N/A,0.01m,N/A,0.00m,08th May 09  
Harakuju Tantei Gakuen: Steel Wood    ,PSP,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,22nd Apr 10  
Harry Potter and the Goblet of Fire    ,PC,Electronic Arts  ,Electronic Arts  ,0.01m,N/A,0.01m,N/A,0.00m,08th Nov 05  
Kira * Kira: Rock 'n' Roll Show    ,PS2,Princess Soft  ,Princess Soft  ,0.01m,N/A,N/A,0.01m,N/A,26th Feb 09  
Moujuu-Tachi to Ohimesama: In Blossom    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,07th Sep 17  
Myself; Yourself: Sorezore no Finale    ,PS2,Yeti  ,Yeti  ,0.01m,N/A,N/A,0.01m,N/A,28th May 09  
Days of Memories 3    ,DS,SNK Playmore  ,SNK Playmore Corporation  ,0.01m,N/A,N/A,0.01m,N/A,28th May 09  
Renai 0 Kilometer    ,PSV,Kaga Create  ,ASa Project  ,0.01m,N/A,N/A,0.01m,N/A,28th Aug 14  
Monobeno: Pure Smile    ,PSV,HuneX  ,Dramatic Create  ,0.01m,N/A,N/A,0.01m,N/A,25th Sep 14  
Momotsuki: Koufuu no Misasagi-Ou    ,PS2,Kadokawa Shoten  ,Kadokawa Shoten  ,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09  
The Tiny Bang Story    ,PC,Unknown  ,Colibri Games  ,0.01m,N/A,0.01m,N/A,0.00m,22nd Apr 11  
The Adventures of Tintin: The Game    ,PC,Ubisoft  ,Ubisoft  ,0.01m,0.00m,0.00m,N/A,0.00m,06th Dec 11  
Akiba's Trip 2+A    ,PS4,Acquire  ,Acquire  ,0.01m,N/A,N/A,0.01m,N/A,02nd Feb 17  
Date A Live: Rio Reincarnation HD    ,PS4,Compile Heart  ,Compile Heart  ,0.01m,N/A,N/A,0.01m,N/A,12th Oct 17  
 Hanasaki Work Spring!    ,PSV,Entergram  ,Entergram  ,0.01m,N/A,N/A,0.01m,N/A,27th Apr 17  
Desert Kingdom    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,27th May 10  
Orfleurs: Koufuku no Hanataba    ,PSV,Dramatic Create  ,Dramatic Create  ,0.01m,N/A,N/A,0.01m,N/A,16th Jan 17  
Survivor    ,Wii,Valcon Games  ,Mindscape Inc.  ,0.01m,0.01m,N/A,N/A,0.00m,19th Oct 10  
Memories Off: Sorekara    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,14th Aug 08  
Wand of Fortune R2 FD: Kimi ni Sasageru Epilogue    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,04th Oct 18  
Ever17 〜the out of infinity〜 Premium Edition    ,PSP,CyberFront  ,KID Corporation  ,0.01m,N/A,N/A,0.01m,N/A,12th Mar 09  
Nancy Drew: Secret of the Scarlet Hand    ,PC,DreamCatcher Interactive  ,Her Interactive  ,0.01m,0.01m,N/A,N/A,0.00m,04th Sep 02  
Kurenai no Homura: Sanada Ninpou Chou    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,26th Jun 18  
Leisure Suit Larry: Wet Dreams Don't Dry    ,PC,Assemble Entertainment  ,CrazyBunch  ,0.01m,N/A,0.01m,N/A,0.00m,07th Nov 18  
Shin Hisui no Shizuku: Hiiro no Kakera 2    ,PS2,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09  
Tsuihou Senkyo    ,PSV,Nippon Ichi Software  ,Nippon Ichi Software  ,0.01m,N/A,N/A,0.01m,N/A,27th Apr 17  
Haunted Hotel: Ancient Curse    ,PC,Big Fish Games  ,Astragon  ,0.01m,N/A,0.01m,N/A,0.00m,10th Feb 16  
Yuukyuu no Tierblade: Fragments of Memory    ,PSV,Idea Factory  ,Idea Factory  ,0.01m,N/A,N/A,0.01m,N/A,05th Oct 17  
Horrible Histories: Ruthless Romans    ,DS,Graffiti  ,Virtual Identity  ,0.01m,0.00m,0.00m,N/A,0.00m,14th Mar 10  
"Second Novel: Kanojo no Natsu, 15-Bun no Kioku    ",PSP,Nippon Ichi Software  ,Nippon Ichi Software  ,0.01m,N/A,N/A,0.01m,N/A,29th Jul 10  
Journey to the Center of the Earth    ,DS,THQ  ,Midway Games  ,0.01m,0.01m,0.00m,N/A,0.00m,30th Jun 08  
Lost Identities    ,DS,SVG Distribution  ,dtp entertainment AG  ,0.01m,N/A,0.01m,N/A,0.00m,29th Mar 11  
Suigetsu Portable    ,PSP,GN Software  ,GN Software  ,0.01m,N/A,N/A,0.01m,N/A,30th Oct 08  
Curse: The Eye of Isis    ,XB,DreamCatcher Interactive  ,Asylum Entertainment  ,0.01m,0.01m,0.00m,N/A,0.00m,08th Dec 03  
Hakuouki 3D    ,3DS,Aksys Games  ,Idea Factory  ,0.01m,N/A,0.01m,N/A,0.00m,19th Sep 13  
Deponia Doomsday    ,PC,Daedalic Entertainment  ,Daedalic Entertainment  ,0.01m,N/A,0.01m,N/A,0.00m,01st Mar 16  
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File    ,PS2,Abel  ,Abel Software  ,0.01m,N/A,N/A,0.01m,N/A,29th Jan 09  
Simple DS Series Vol. 45: The Misshitsukara no Dasshutsu 2    ,DS,D3 Publisher  ,Intense  ,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08  
Dark Parables: The Little Mermaid and the Purple Tide    ,PC,Astragon  ,Big Fish Games  ,0.01m,N/A,0.01m,N/A,0.00m,16th Mar 16  
Timepiece Ensemble    ,PSV,Entergram  ,Unknown  ,0.01m,N/A,N/A,0.01m,N/A,23rd Feb 17  
Memories Off: AfterRain    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,25th Jun 09  
Sakura Note: Imanitsu na Garu Mirai    ,DS,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,05th Nov 09  
Heaven's Hope    ,PC,EuroVideo Medien  ,Mosaic  ,0.01m,N/A,0.01m,N/A,0.00m,26th Feb 16  
Hoshiiro no Okurimono    ,PS2,Takuyo  ,Takuyo  ,0.01m,N/A,N/A,0.01m,N/A,08th Nov 07  
Kurayami no Hate de Kimi o Matsu    ,DS,D3 Publisher  ,D3 Publisher  ,0.01m,N/A,N/A,0.01m,N/A,22nd Oct 09  
Final Approach 2: 1st Priority Portable    ,PSP,Princess Soft  ,Princess Soft  ,0.01m,N/A,N/A,0.01m,N/A,30th Apr 09  
Syberia 2    ,NS,Microids  ,Microids  ,0.01m,N/A,0.01m,N/A,0.00m,30th Nov 17  
Memories Off: Omoide ni Kawaru-Kun    ,PSP,5pb  ,5pb. Games  ,0.01m,N/A,N/A,0.01m,N/A,14th Aug 08  
Moe Moe 2-ji Taisen (Ryoku) * Deluxe    ,PS2,System Soft  ,System Soft Alpha  ,0.01m,N/A,N/A,0.01m,N/A,27th Nov 08  
Shonen Kininden Tsumuji    ,DS,Electronic Arts  ,Neuron Age  ,0.01m,N/A,N/A,0.01m,N/A,25th Feb 10  
Akagawa Jirou Mystery: Tsuki no Hikari    ,DS,Marvelous Interactive  ,Marvelous Interactive  ,0.01m,N/A,N/A,0.01m,N/A,06th Nov 08  
Simple DS Series Vol. 47: The Suiri: Shinshou 2009    ,DS,D3 Publisher  ,Tomcat System  ,0.01m,N/A,N/A,0.01m,N/A,05th Mar 09  
Leisure Suit Larry: Box Office Bust    ,PC,Codemasters  ,Team17 Software  ,0.01m,N/A,0.01m,N/A,0.00m,31st Mar 09  
Oretachi no Sekai wa Shimatteiru    ,PSV,RED Entertainment  ,RED Entertainment  ,0.01m,N/A,N/A,0.01m,N/A,09th Nov 17  
Majo'ou    ,PSP,Quinrose  ,QuinRose  ,0.01m,N/A,N/A,0.01m,N/A,31st Jul 14  
Scratches    ,PC,Got Game Entertainment  ,Nucleosys  ,0.01m,N/A,0.01m,N/A,0.00m,08th Mar 06  
Heiligenstadt no Uta    ,PSV,Nippon Cultural Broadcasting eXtend  ,Nippon Cultural Broadcasting eXtend  ,0.01m,N/A,N/A,0.01m,N/A,28th Sep 17  
PW: Project Witch    ,PSP,GungHo  ,GungHo Works  ,0.01m,N/A,N/A,0.01m,N/A,23rd Jul 09  
Re: Vice[d]    ,PSV,Idea Factory  ,Design Factory  ,0.01m,N/A,N/A,0.01m,N/A,24th Jul 14  
Like Life Every Hour    ,PSP,GN Software  ,GN Software  ,0.01m,N/A,N/A,0.01m,N/A,01st Oct 09  
 Iwaihime: Matsuri    ,PSV,Nippon Ichi Software  ,Nippon Ichi Software  ,0.01m,N/A,N/A,0.01m,N/A,07th Sep 17  
Majin Tantei Nougami Neuro: Battle de Yo!    ,PS2,Compile  ,Compile Heart  ,0.01m,N/A,N/A,0.01m,N/A,28th Aug 08  
